Gender,Degree,Specialization,CollegeState,collegeGPA,CollegeCityTier,GraduationYear,10percentage,12graduation,12percentage,CollegeTier,Salary
f,B.Tech/B.E.,information technology,Karnataka,76,0,2011,91,2007,82,2,450000
m,B.Tech/B.E.,computer science & engineering,Madhya Pradesh,75.88,0,2010,82.2,2006,82.6,2,335000
f,B.Tech/B.E.,computer science & engineering,Madhya Pradesh,75,0,2013,86,2009,77,2,120000
f,B.Tech/B.E.,electronics and communication engineering,Telangana,77.4,1,2013,81.6,2009,87.9,2,335000
f,B.Tech/B.E.,computer engineering,Uttar Pradesh,79.21,0,2014,73,2009,74.6,2,200000
f,B.Tech/B.E.,electronics and communication engineering,Telangana,80.95,1,2012,87.5,2008,95.3,2,100000
m,B.Tech/B.E.,computer engineering,Delhi,73.3,1,2013,83.6,2009,85.4,1,325000
f,B.Tech/B.E.,computer engineering,Rajasthan,74,1,2013,83,2008,73,2,250000
f,MCA,computer application,Uttar Pradesh,76,0,2014,68,2008,74,2,200000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,74.9,0,2010,87.8,2006,95,2,475000
f,B.Tech/B.E.,computer engineering,Tamil Nadu,92.3,0,2012,93.5,2008,95.3,2,300000
f,B.Tech/B.E.,computer science & engineering,West Bengal,82.8,0,2014,81,2010,75.5,2,200000
m,B.Tech/B.E.,electronics and electrical engineering,Telangana,82.4,1,2013,91,2009,94.4,2,365000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,62,0,2014,54,2010,64,2,110000
m,B.Tech/B.E.,computer science & engineering,Karnataka,62,1,2012,64,2007,61,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,76.92,0,2013,73,2009,85.4,2,395000
m,B.Tech/B.E.,electronics engineering,Maharashtra,51,1,2011,58.8,2004,65.5,2,110000
f,B.Tech/B.E.,electronics and communication engineering,Karnataka,55.07,1,2013,86.4,2009,64,2,180000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,65.22,0,2014,60.1,2007,66.4,1,325000
f,B.Tech/B.E.,electronics & telecommunications,Karnataka,80.9,1,2012,94.4,2008,87,2,450000
m,B.Tech/B.E.,information technology,Uttar Pradesh,65.62,0,2013,61.1,2007,60,2,280000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,55,0,2011,62,2007,71.9,2,150000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,73,0,2011,80.2,2006,73,2,470000
m,B.Tech/B.E.,information technology,Uttar Pradesh,63,0,2012,66,2007,69,2,180000
m,M.Tech./M.E.,electronics and electrical engineering,Uttar Pradesh,95.3,0,2012,92.8,2005,87,1,1200000
m,B.Tech/B.E.,electronics and communication engineering,Rajasthan,63.18,1,2012,81.8,2008,63.6,2,145000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,65,0,2014,72,2008,63,2,180000
m,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,73,0,2014,86.4,2009,69,2,180000
m,B.Tech/B.E.,information technology,Tamil Nadu,70.5,0,2012,79.2,2008,86.91,2,160000
m,B.Tech/B.E.,information technology,West Bengal,80.7,1,2012,74,2007,71,2,145000
f,B.Tech/B.E.,computer engineering,Delhi,83.9,1,2012,86.8,2008,84.6,2,420000
m,B.Tech/B.E.,information technology,Karnataka,62.81,0,2009,74.4,2005,79,2,600000
m,B.Tech/B.E.,computer engineering,Andhra Pradesh,65,0,2011,80.5,2008,71.25,2,300000
m,B.Tech/B.E.,information technology,Karnataka,88.8,0,2012,90.5,2008,95.3,2,400000
f,B.Tech/B.E.,electronics and electrical engineering,Andhra Pradesh,68.48,0,2013,83.33,2009,93.5,2,145000
m,B.Tech/B.E.,mechanical engineering,Punjab,71.2,0,2014,68,2010,74,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Rajasthan,74,1,2013,69,2009,74,2,220000
f,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,77,0,2012,85,2008,73,2,100000
m,B.Tech/B.E.,mechanical engineering,Haryana,69.7,0,2012,81,2008,76.4,2,455000
m,B.Tech/B.E.,chemical engineering,West Bengal,76,1,2013,78.2,2009,68.2,2,380000
f,B.Tech/B.E.,information technology,Rajasthan,54,0,2014,80.6,2008,69,2,150000
m,B.Tech/B.E.,electronics and electrical engineering,Uttarakhand,60,0,2011,72.6,2007,66.6,2,100000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,79.12,0,2012,70,2008,73.8,2,305000
f,B.Tech/B.E.,computer engineering,Telangana,78.85,1,2012,80.83,2008,92.2,2,410000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,66,0,2013,87,2009,88,2,200000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,55,1,2010,76.4,2005,78.2,2,220000
f,B.Tech/B.E.,information technology,Tamil Nadu,74.9,0,2014,85,2010,74,2,220000
m,B.Tech/B.E.,electronics & telecommunications,Maharashtra,63.17,1,2010,86.8,2006,85.5,2,475000
f,B.Tech/B.E.,computer engineering,Delhi,79.3,1,2013,87,2009,84.4,1,360000
m,B.Tech/B.E.,computer science & engineering,Haryana,62.28,0,2013,79.6,2009,72.5,2,120000
m,B.Tech/B.E.,information technology,Uttar Pradesh,70.38,0,2011,60.83,2006,70.4,2,600000
m,M.Tech./M.E.,other,Uttar Pradesh,82.5,0,2014,82,2005,75.8,1,420000
m,MCA,computer application,Tamil Nadu,81,0,2015,60.5,2009,72.15,2,325000
m,B.Tech/B.E.,electronics and communication engineering,Orissa,68.34,0,2012,88.2,2008,76.5,2,315000
m,B.Tech/B.E.,electronics & telecommunications,Orissa,77,0,2014,81.4,2009,71,2,400000
m,B.Tech/B.E.,information technology,Uttar Pradesh,63,0,2013,71,2009,60,2,250000
m,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,61,0,2014,73,2009,64,2,200000
f,B.Tech/B.E.,computer engineering,Maharashtra,60,1,2013,70.61,2009,70.83,2,200000
f,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,71.5,0,2014,81,2010,79,2,400000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,69.47,0,2010,88.6,2006,79.4,2,385000
m,MCA,computer application,Tamil Nadu,76,1,2013,66.4,2006,67.75,2,145000
f,B.Tech/B.E.,electronics & telecommunications,Telangana,68.9,1,2010,72,2005,74,2,510000
m,B.Tech/B.E.,computer engineering,West Bengal,84.6,0,2013,92.6,2008,83.8,1,365000
m,B.Tech/B.E.,information technology,Maharashtra,65.97,0,2013,81.38,2009,71.33,2,320000
m,B.Tech/B.E.,electronics and communication engineering,Jammu and Kashmir,72.86,0,2014,86.8,2010,79.2,2,350000
m,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,66.98,0,2012,75,2008,72,2,120000
m,MCA,computer application,West Bengal,78,1,2014,64.6,2009,62.2,2,175000
m,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,73,0,2014,74,2009,65,2,215000
m,B.Tech/B.E.,information technology,Himachal Pradesh,65,0,2014,80,2009,70,1,400000
m,B.Tech/B.E.,information technology,Uttar Pradesh,68.88,0,2014,57,2010,70,2,180000
m,B.Tech/B.E.,mechanical & production engineering,Karnataka,58,0,2011,65,2006,50,2,100000
m,MCA,computer application,Delhi,76.72,1,2014,69.2,2008,77.4,2,350000
m,B.Tech/B.E.,electronics & telecommunications,Maharashtra,54.75,0,2013,79.6,2008,78,2,145000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,68,1,2013,74,2009,94,2,200000
m,MCA,computer application,Uttar Pradesh,61,0,2013,53,2007,54,2,205000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,65.51,0,2013,58.16,2009,72,2,100000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,75,0,2014,91.71,2010,88.83,2,300000
m,B.Tech/B.E.,electronics and communication engineering,Punjab,95.7,0,2010,83.69,2006,76.67,1,1100000
m,B.Tech/B.E.,information technology,Uttar Pradesh,69.5,0,2013,77.5,2008,67,2,235000
m,B.Tech/B.E.,computer science & engineering,Delhi,70,1,2014,83.6,2010,81,1,275000
m,B.Tech/B.E.,information technology,Uttar Pradesh,63.3,0,2012,70,2006,62,2,180000
m,B.Tech/B.E.,mechanical engineering,Tamil Nadu,79.8,0,2014,91.2,2010,89,2,75000
m,B.Tech/B.E.,information technology,Tamil Nadu,68,0,2012,77.6,2008,71.2,2,300000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,69.2,0,2014,81.14,2010,76.4,2,275000
m,B.Tech/B.E.,mechanical and automation,Punjab,69,0,2013,65,2009,53,2,300000
m,B.Tech/B.E.,computer engineering,Rajasthan,69,1,2013,74,2009,79.23,2,200000
f,B.Tech/B.E.,computer engineering,Rajasthan,64.9,1,2013,70,2009,62,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,76.32,0,2014,89.92,2010,87,2,300000
f,B.Tech/B.E.,electrical engineering,Tamil Nadu,76,0,2013,78,2009,79.8,2,110000
m,B.Tech/B.E.,information technology,Rajasthan,66.9,0,2013,73,2006,61.6,1,400000
f,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,70.82,0,2013,87,2008,60,2,220000
m,B.Tech/B.E.,information technology,Karnataka,58,0,2011,59,2007,54.14,2,520000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,66.65,0,2013,83.3,2009,92.4,2,360000
f,B.Tech/B.E.,electronics and communication engineering,Rajasthan,66.2,0,2013,58.2,2009,69.6,2,170000
m,B.Tech/B.E.,electronics and electrical engineering,Haryana,79,0,2011,80.2,2007,77.2,2,475000
m,B.Tech/B.E.,electronics and communication engineering,Orissa,60,0,2012,65,2007,62,2,100000
f,B.Tech/B.E.,computer engineering,Delhi,76.09,1,2012,84.14,2007,73.61,1,200000
f,B.Tech/B.E.,electronics and communication engineering,Kerala,75,0,2013,90,2009,91.8,2,320000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,58,1,2011,76.6,2005,65.6,2,190000
m,MCA,computer application,Uttarakhand,72.27,0,2014,54.8,2005,52.8,2,150000
m,B.Tech/B.E.,electronics & telecommunications,Maharashtra,70.26,0,2013,89,2009,78,2,400000
m,B.Tech/B.E.,computer science & engineering,West Bengal,74,1,2014,68,2009,64.8,2,120000
m,B.Tech/B.E.,computer science & engineering,Orissa,70,0,2014,73,2009,66,2,195000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,67,0,2011,60,2004,59,2,675000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,61.4,0,2014,55,2010,70.4,2,180000
m,B.Tech/B.E.,information technology,West Bengal,75.2,1,2013,89,2008,63,2,300000
m,B.Tech/B.E.,electronics & telecommunications,Madhya Pradesh,77,0,2010,81,2005,77,1,370000
m,B.Tech/B.E.,civil engineering,Uttarakhand,58,0,2012,67,2008,76,2,290000
m,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,71,0,2014,69,2010,69,2,310000
m,MCA,computer application,Uttar Pradesh,73.55,0,2015,74.5,2008,65.4,2,200000
m,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,72.62,0,2012,89.4,2008,86.4,2,345000
f,B.Tech/B.E.,computer engineering,Uttar Pradesh,77,0,2012,74.6,2006,68.6,2,190000
f,MCA,computer application,Uttar Pradesh,72,0,2011,58,2005,55,2,200000
m,B.Tech/B.E.,civil engineering,Uttarakhand,77.78,0,2013,92,2009,90.2,1,600000
m,B.Tech/B.E.,information technology,Uttar Pradesh,63.19,0,2012,80.6,2007,67,2,400000
f,MCA,computer application,Telangana,68,1,2013,80,2007,60,2,110000
f,B.Tech/B.E.,information science engineering,Karnataka,65,1,2013,64,2009,60,2,205000
m,B.Tech/B.E.,mechanical engineering,Orissa,65,0,2011,81.6,2007,72.2,2,370000
m,B.Tech/B.E.,mechanical engineering,Maharashtra,58,0,2013,78,2008,64,2,120000
m,B.Tech/B.E.,electronics and communication engineering,Orissa,70,0,2011,71,2007,62,2,225000
f,B.Tech/B.E.,computer science & engineering,Telangana,76.4,1,2014,85,2010,81,2,400000
f,B.Tech/B.E.,information technology,Andhra Pradesh,88.2,0,2012,83.5,2008,94.2,2,425000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,75,1,2013,86,2009,61,2,265000
m,B.Tech/B.E.,electronics & telecommunications,Orissa,77.1,0,2012,88.53,2007,83.88,2,450000
m,B.Tech/B.E.,computer science & engineering,Telangana,68.5,1,2013,86.6,2009,78.4,2,240000
m,B.Tech/B.E.,computer science & engineering,Karnataka,67,1,2013,82,2009,82,2,325000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,61.8,0,2013,72,2008,67,2,300000
f,B.Tech/B.E.,computer engineering,Telangana,76,1,2012,92,2008,94.9,2,355000
f,B.Tech/B.E.,computer engineering,Tamil Nadu,72.8,1,2011,94.8,2007,84.09,2,110000
m,M.Tech./M.E.,information technology,Tamil Nadu,73.1,0,2015,82.24,2008,62.5,2,150000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,81,1,2013,87,2009,85,2,335000
f,B.Tech/B.E.,computer science & engineering,Uttarakhand,79.57,0,2015,90.6,2010,78.8,2,200000
f,B.Tech/B.E.,computer science & engineering,Telangana,67,1,2013,76,2009,88,2,300000
m,B.Tech/B.E.,information technology,Orissa,84,0,2014,67,2010,58,2,145000
m,B.Tech/B.E.,electronics and communication engineering,Haryana,72,0,2013,90.1,2009,83.6,2,200000
m,B.Tech/B.E.,computer science & engineering,Haryana,63.5,0,2014,78,2010,68,2,205000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,63.66,1,2012,80.64,2009,64.45,2,140000
f,B.Tech/B.E.,electronics and communication engineering,West Bengal,81,0,2014,63.8,2010,69.6,2,225000
m,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,73.1,0,2013,71.66,2009,86.8,2,180000
f,MCA,computer application,Rajasthan,75.81,0,2011,68.5,2005,61.85,2,300000
m,B.Tech/B.E.,other,West Bengal,74,1,2013,85.75,2009,64.8,2,130000
m,B.Tech/B.E.,biotechnology,Uttar Pradesh,87.6,0,2011,83.6,2006,79.6,2,215000
m,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,74.74,0,2013,62.1,2008,66,2,180000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,88,0,2015,89,2010,65.2,2,335000
m,MCA,computer application,Madhya Pradesh,83.2,0,2013,65.5,2007,68.2,2,120000
m,B.Tech/B.E.,information technology,Uttar Pradesh,61.1,0,2012,71,2007,74.2,2,180000
f,M.Tech./M.E.,instrumentation and control engineering,West Bengal,82,1,2014,79.37,2005,61.6,2,265000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,85.7,1,2013,89.1,2009,97.8,1,320000
m,B.Tech/B.E.,electronics and communication engineering,Rajasthan,55,1,2014,80,2010,70,2,145000
m,B.Tech/B.E.,information technology,Uttar Pradesh,69.8,0,2012,58,2008,65,2,260000
m,B.Tech/B.E.,computer science & engineering,Madhya Pradesh,64.88,0,2013,61.4,2008,63.33,2,310000
m,B.Tech/B.E.,computer science & engineering,Karnataka,83,0,2013,74,2008,72.6,2,420000
m,B.Tech/B.E.,information technology,Tamil Nadu,68,0,2012,68,2009,82,2,465000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,68.1,0,2014,73.1,2008,74.6,2,180000
m,B.Tech/B.E.,computer science & engineering,Punjab,65.25,0,2014,85,2009,85,2,315000
m,B.Tech/B.E.,computer science & engineering,Tamil Nadu,62,1,2012,72,2008,67,2,135000
m,B.Tech/B.E.,computer science & engineering,Tamil Nadu,85.78,1,2014,78,2010,84,2,315000
f,B.Tech/B.E.,electrical engineering,Orissa,81.5,0,2013,90.8,2009,88,2,360000
m,B.Tech/B.E.,information technology,West Bengal,77,0,2014,60.14,2008,60,2,275000
f,B.Tech/B.E.,information technology,Telangana,63.25,1,2012,84.6,2008,69.5,2,120000
m,B.Tech/B.E.,electronics & telecommunications,Orissa,74.41,0,2014,75.4,2010,75.2,2,325000
m,B.Tech/B.E.,information technology,Delhi,80.05,1,2013,82.6,2009,79.8,1,450000
m,B.Tech/B.E.,computer engineering,Jharkhand,84,0,2011,94.6,2006,83,1,550000
f,B.Tech/B.E.,computer engineering,West Bengal,65,1,2012,74,2008,61,2,400000
f,B.Tech/B.E.,computer science & engineering,Punjab,74.6,0,2014,78,2010,72,2,65000
m,B.Tech/B.E.,electronics and communication engineering,Delhi,82.2,1,2013,81,2008,85,1,350000
m,B.Tech/B.E.,computer science & engineering,Rajasthan,73,0,2016,71,2010,68,2,265000
m,B.Tech/B.E.,computer science & engineering,West Bengal,74.9,1,2013,79.4,2008,69.2,2,65000
m,MCA,computer application,Uttar Pradesh,72,0,2013,66,2006,68,2,180000
m,B.Tech/B.E.,computer science & engineering,Delhi,83.55,1,2014,91.1,2010,92.4,1,325000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,86,0,2014,88.6,2010,83.25,2,325000
f,MCA,computer application,Karnataka,78,0,2011,71,2005,72,2,400000
m,B.Tech/B.E.,electronics and electrical engineering,Madhya Pradesh,69.4,0,2014,79,2009,71.3,2,200000
m,B.Tech/B.E.,computer science & engineering,West Bengal,79.4,1,2013,83.5,2008,69.83,2,190000
m,B.Tech/B.E.,mechanical engineering,Uttar Pradesh,68.76,0,0,89,2010,85.2,2,325000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,80,0,2012,92.09,2008,93.41,2,365000
m,B.Tech/B.E.,electronics and communication engineering,Haryana,66.6,0,2014,77.85,2010,64.8,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Punjab,73.4,0,2013,78,2009,72,2,330000
f,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,71.7,0,2012,77.2,2008,67.4,2,390000
m,B.Tech/B.E.,mechanical engineering,Uttar Pradesh,70,0,2014,68,2008,59,2,240000
m,B.Tech/B.E.,electronics & instrumentation eng,Uttar Pradesh,72,0,2010,72,2006,59.4,2,360000
m,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,68.6,0,2013,82.33,2009,84,2,350000
f,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,60.81,0,2014,80,2010,66,2,215000
m,B.Tech/B.E.,electronics and communication engineering,Madhya Pradesh,75,0,2011,71,2006,63.3,2,600000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,74.04,0,2014,71.04,2010,81.33,2,200000
f,B.Tech/B.E.,electronics and communication engineering,West Bengal,78,1,2012,89.6,2008,89.75,2,190000
m,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,75.9,0,2014,78.8,2010,76.5,2,95000
f,B.Tech/B.E.,computer science & engineering,Haryana,74.01,0,2012,85.6,2008,82,2,205000
m,B.Tech/B.E.,computer science & engineering,Rajasthan,78,0,2013,76.17,2009,72,2,330000
m,B.Tech/B.E.,electronics and computer engineering,Andhra Pradesh,57.8,0,2013,80,2009,72.5,2,120000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,81,1,2012,82,2008,91.5,2,600000
m,B.Tech/B.E.,mechanical engineering,Karnataka,82,1,2013,73,2009,74,2,350000
m,B.Tech/B.E.,computer engineering,Rajasthan,69.3,1,2012,70.67,2007,67.8,2,500000
m,B.Tech/B.E.,electrical engineering,Madhya Pradesh,72.65,0,2013,81.6,2009,76.4,2,335000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,72.98,0,2010,70.2,2004,61.2,2,400000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,65.2,1,2013,89,2008,71,2,180000
f,B.Tech/B.E.,electrical engineering,Orissa,65,0,2011,61,2006,63,2,430000
m,B.Tech/B.E.,computer engineering,Tamil Nadu,71,1,2010,87,2006,76,2,300000
f,B.Tech/B.E.,electronics & telecommunications,Maharashtra,75.25,0,2012,90.4,2009,87.05,2,320000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,67.8,0,2013,63,2009,60,2,230000
f,B.Tech/B.E.,computer science & engineering,Karnataka,67,0,2014,75,2010,81,2,250000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,78.44,0,2013,71.5,2008,70.4,2,120000
f,B.Tech/B.E.,electronics and communication engineering,Madhya Pradesh,71,0,2013,73.4,2009,76.2,2,200000
m,B.Tech/B.E.,mechanical engineering,Uttar Pradesh,68.63,0,2010,59.8,2006,60.25,2,1200000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,62,0,2010,60.4,2006,60,2,270000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,77.15,1,2013,79.9,2009,89.4,2,310000
m,B.Tech/B.E.,electrical engineering,Rajasthan,77.5,0,2013,65.8,2009,76.8,2,180000
m,B.Tech/B.E.,instrumentation and control engineering,Gujarat,79,1,2012,92,2008,77.8,2,300000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,79.68,0,2012,79.6,2008,87.6,2,770000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,77.5,0,2015,84,2008,82,2,360000
m,B.Tech/B.E.,computer engineering,Maharashtra,55.5,0,2012,61,2009,72,2,210000
m,B.Tech/B.E.,computer science & engineering,Maharashtra,63.77,0,2014,85.53,2010,86,2,400000
m,MCA,computer application,Punjab,84,0,2014,59,2008,64,2,60000
m,B.Tech/B.E.,information technology,Madhya Pradesh,70.85,0,2013,69.6,2009,74.6,2,330000
m,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,70,0,2014,89.2,2010,91.33,2,105000
m,B.Tech/B.E.,electronics & telecommunications,Rajasthan,71.82,1,2010,68.33,2005,77.54,2,160000
m,B.Tech/B.E.,information technology,Delhi,80,1,2012,79,2007,74,1,350000
m,B.Tech/B.E.,electronics and communication engineering,Jammu and Kashmir,73,0,2014,89,2010,84.8,2,350000
f,B.Tech/B.E.,information technology,Uttar Pradesh,74.01,0,2012,75.67,2007,74.4,2,200000
m,B.Tech/B.E.,information technology,Tamil Nadu,94.5,0,2012,83.82,2008,92.67,2,400000
m,B.Tech/B.E.,civil engineering,Uttar Pradesh,65,0,2011,84.2,2006,69.2,2,700000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,69.11,0,2015,83,2010,83,2,180000
f,B.Tech/B.E.,information technology,Telangana,63.54,1,2012,77.2,2008,80.3,2,360000
m,B.Tech/B.E.,electronics and communication engineering,Rajasthan,65.44,0,2011,73.5,2007,71.85,2,180000
m,B.Tech/B.E.,information technology,Haryana,68,0,2014,64,2010,74,2,220000
m,MCA,computer application,Uttarakhand,72,0,2011,72.6,2003,51,2,460000
f,B.Tech/B.E.,electronics and communication engineering,Telangana,69.37,1,2013,88.4,2009,92.9,2,310000
m,B.Tech/B.E.,electronics and communication engineering,Rajasthan,69.53,1,2014,78.4,2010,69.4,2,300000
m,B.Tech/B.E.,electronics and communication engineering,Madhya Pradesh,80,0,2014,68,2010,68,2,100000
m,B.Tech/B.E.,electronics and communication engineering,Maharashtra,72.14,0,2013,72.6,2009,69.4,2,310000
f,B.Tech/B.E.,computer engineering,Karnataka,82.84,1,2011,97.12,2007,90.33,2,510000
f,B.Tech/B.E.,computer engineering,Haryana,77,0,2012,65,2007,61,2,330000
m,B.Tech/B.E.,computer science & engineering,Madhya Pradesh,70.59,0,2013,72.8,2009,65.4,2,345000
m,B.Tech/B.E.,information technology,Telangana,62,1,2012,67,2008,65,2,240000
m,B.Tech/B.E.,electronics and electrical engineering,Telangana,75.6,0,2013,82.3,2009,84.2,2,100000
f,B.Tech/B.E.,computer engineering,Telangana,65.7,0,2012,81,2008,56.4,2,205000
m,B.Tech/B.E.,computer engineering,West Bengal,76,0,2012,77.65,2008,69.45,2,110000
m,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,63.3,0,2011,65,2003,63,2,2500000
m,B.Tech/B.E.,electronics and electrical engineering,Andhra Pradesh,66,0,2013,85,2009,81,2,220000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,66.76,0,2014,73,2010,60,2,120000
m,B.Tech/B.E.,information technology,Uttar Pradesh,71.23,0,2012,54,2006,61,2,185000
m,B.Tech/B.E.,electronics and electrical engineering,Delhi,75.5,1,2014,88.4,2010,61.8,1,325000
f,B.Tech/B.E.,computer engineering,Karnataka,9.3,0,2012,89.6,2008,80.33,2,490000
m,B.Tech/B.E.,computer science & engineering,Karnataka,72,0,2013,74,2008,64,2,525000
m,B.Tech/B.E.,computer engineering,Madhya Pradesh,69.1,0,2010,83,2006,82.5,2,430000
f,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,78.34,0,2014,72.83,2009,79.4,1,340000
m,B.Tech/B.E.,computer engineering,Punjab,74.97,0,2012,80,2007,71,2,450000
m,B.Tech/B.E.,computer engineering,Rajasthan,71.6,1,2013,60,2009,55.2,2,180000
m,MCA,computer application,Jharkhand,76.2,0,2012,69,2006,60.66,1,435000
m,B.Tech/B.E.,information technology,Uttar Pradesh,6.95,0,2011,61.3,2005,63,2,145000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,66.7,1,2013,90,2008,69.6,2,180000
m,B.Tech/B.E.,electronics & telecommunications,Maharashtra,64.53,0,2013,77.53,2009,72.67,2,300000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,77.5,0,2012,84,2008,82,2,200000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,68,1,2012,89,2008,95,2,200000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,61,1,2011,75.8,2007,57.8,2,180000
m,B.Tech/B.E.,information technology,Uttar Pradesh,56,0,2014,48,2008,54,2,120000
f,M.Tech./M.E.,computer science & engineering,Tamil Nadu,83,0,2014,89,2008,86,2,215000
m,B.Tech/B.E.,civil engineering,Karnataka,65.66,1,2013,80.64,2009,75.5,2,295000
m,B.Tech/B.E.,electronics and communication engineering,Punjab,83.43,0,2014,86,2009,78,2,300000
m,B.Tech/B.E.,computer science & engineering,Madhya Pradesh,67,0,2013,72.6,2009,57.6,2,305000
f,B.Tech/B.E.,information technology,Andhra Pradesh,75.6,0,2014,81.3,2010,88.6,2,325000
m,B.Tech/B.E.,computer engineering,Rajasthan,70.17,1,2010,83,2006,70,2,120000
m,B.Tech/B.E.,mechanical engineering,Telangana,78.36,1,2014,88.5,2010,95.2,2,300000
m,B.Tech/B.E.,industrial & management engineering,Karnataka,80,0,2014,80.33,2010,83,2,320000
m,B.Tech/B.E.,computer science & engineering,Punjab,76.1,0,2014,74.7,2010,72.4,2,320000
f,B.Tech/B.E.,electronics and communication engineering,Rajasthan,72.25,1,2012,80.2,2008,72,2,345000
m,B.Tech/B.E.,information technology,Haryana,63,0,2012,54,2008,63,2,150000
m,B.Tech/B.E.,computer science & engineering,Madhya Pradesh,75.69,0,2012,82.8,2008,67.2,2,145000
f,B.Tech/B.E.,electronics and communication engineering,Delhi,77,1,2010,87.6,2006,72.2,1,730000
m,MCA,computer application,Uttarakhand,65.47,0,2014,67,2008,68.2,2,400000
m,B.Tech/B.E.,electronics and communication engineering,Haryana,64.7,0,2013,68.6,2008,66.4,2,180000
m,B.Tech/B.E.,computer science & engineering,West Bengal,72.9,1,2014,91.62,2010,74.71,2,325000
f,B.Tech/B.E.,computer engineering,Rajasthan,72.3,1,2013,74.83,2008,68.67,2,420000
f,B.Tech/B.E.,information technology,Madhya Pradesh,64,0,2014,84,2010,71,2,125000
m,B.Tech/B.E.,electronics and communication engineering,West Bengal,75,1,2013,70.75,2009,63,2,300000
m,B.Tech/B.E.,computer engineering,Haryana,82.16,0,2012,77.8,2008,78.8,2,355000
f,B.Tech/B.E.,computer science & engineering,West Bengal,79,1,2013,72.75,2009,65.4,2,95000
f,B.Tech/B.E.,computer engineering,Telangana,63.5,1,2011,83.3,2007,80.1,2,395000
